ticker,senti_label,text
$JPM,bearish,JPMorgan under the microscope for metals spoofing
$UNKNOWN,bearish,Large gender bias class action vs Sterling Jewelers revived -US appeals court
$BA,bearish,Lawsuit against Boeing seeks to hold board liable for 737 MAX problems
$LYV,bearish,Live Nation Falls After Report DOJ Is Preparing Legal Action
$MS,bearish,Morgan Stanley fined $22 million for digging bond markets via @business
$BA,bearish,New lawsuit seeks to pin blame for 737 MAX on Boeing's board
$UNKNOWN,bearish,New York City may ban flavored vapes as soon as next week via @guardian
$UNKNOWN,bearish,New York joins states suing e-cigarette maker Juul
$UNKNOWN,bearish,New York State AG investigating WeWork
$WBD,bearish,"Newspaper fights Warner Bros, 'Richard Jewell' over depiction of reporter trading sex for a scoop"
$UNKNOWN,bearish,Papa John’s founder John Schnatter has filed a lawsuit against an advertising firm and its parent company related t…
$UNKNOWN,bearish,"Papa John's founder sues ad agency; his wife files for divorce, saying marriage is 'broken'"
$QCOM,bearish,Qualcomm Faces EU Probe Into Smartphone Technology
$UNKNOWN,bearish,Samsung Electronics executive receives jail term over union-busting: media
$UNKNOWN,bearish,Samsung Heavy Industries to pay $75 million to resolve foreign bribery case: U.S. #SamsungHeavyIndustries #Stock…
$VALE,bearish,SEC opens preliminary probe of Vale in dam tragedy - report
$UNKNOWN,bearish,Shareholder Investigation Alert: Halper Sadeh LLP Investigates Whether the Sale of These Companies is Fair to Share…
$UNKNOWN,bearish,SHAREHOLDER INVESTIGATION: Halper Sadeh LLP Investigates Whether The Sale Of These Companies Is Fair To Shareholder…
$UNKNOWN,bearish,Swiss watchdog continues Credit Suisse probe after CEO goes
$UNKNOWN,bearish,The SEC issued suspension orders for dental supplier No Borders Inc. and apparel maker Sandy Steele Unlimited Inc.…
$UNKNOWN,bearish,Toyota says labor officials found it responsible for worker suicide
$UNKNOWN,bearish,U.S. Justice Department preparing legal action against Live Nation: source
$UNKNOWN,bearish,U.S. safety board chair criticizes Uber for 2018 fatal self-driving crash
$HSBC,bearish,"UK lawmaker blames HSBC, Standard Chartered, Bank of Baroda in South Africa corruption"
$UNKNOWN,bearish,"UK Regulator Names, Shames And Imposes £1.9m Fine On Closet Index Manager. Continue reading:…"
$GOOGL,bearish,UK watchdog probing Google-Looker deal
$UNKNOWN,bearish,UPDATE 1-California sues e-cigarette maker Juul for selling nicotine products to youth
$UNKNOWN,bearish,UPDATE 1-California toughens drilling oversight in setback for industry
$UNKNOWN,bearish,UPDATE 1-Influential U.S. doctors group calls for ban on vaping products
$BA,bearish,UPDATE 2-U.S. safety board wants Boeing to redesign 737 NG part after fatal Southwest accident
$HSBC,bearish,"UPDATE 2-UK lawmaker blames HSBC, Stanchart, Baroda in S.Africa corruption"
$WMT,bearish,Walmart hit with wrongful-death lawsuit by estate of worker who died of coronavirus
$UNKNOWN,bearish,Westpac hit with class-action suit in U.S. linked to money-laundering case
$UNKNOWN,bearish,WeWork Special Committee Files Lawsuit Challenging SoftBank's Wrongful Decision to Terminate Tender Offer…
$UNKNOWN,bearish,WeWork sues SoftBank for backing out of $3bn deal
$UNKNOWN,bearish,WeWork sues SoftBank over withdrawal of $3 billion tender offer
$UNKNOWN,bearish,Wirecard says 2017 audit of Singapore unit not concluded due to probe
$X,bearish,X FINANCIAL INVESTOR ALERT: Wolf Haldenstein Adler Freeman & Herz LLP announces that a securities class acti…
$UNKNOWN,bullish,DOJ files motion to roll back movie distribution rules
$UNKNOWN,bullish,DOJ files motion to roll back movie distribution rules
$UNKNOWN,bullish,DOJ files motion to roll back movie distribution rules
$UNKNOWN,bullish,"Bayer, plaintiffs agree to postpone glyphosate lawsuits for settlement talks"
$UNKNOWN,bullish,"Bayer, plaintiffs agree to postpone glyphosate lawsuits for settlement talks"
$DISH,bullish,Dish spectrum sale shouldn't face FCC issue - New Street
$DISH,bullish,Dish spectrum sale shouldn't face FCC issue - New Street
$DISH,bullish,Dish spectrum sale shouldn't face FCC issue - New Street
$JNPR,bullish,"'Finjan wins IPR patent trial as the PTAB rules that Juniper Networks failed to prove that Finjan '844 ""Downl…"
$UNKNOWN,bullish,McDonald's settles class action lawsuit
$TMUS,bullish,"Texas AG settles with T-Mobile, Sprint"
$TMUS,bullish,"Texas AG settles with T-Mobile, Sprint"
$AIR,bullish,Airbus to pay $4 bln to settle corruption probe - French prosecutor #economy #MarketScreener
$AIR,bullish,"Airbus will pay around $4 billion to settle corruption probes by the U.S., British and French authorities into cont..."
$UNKNOWN,bullish,Alio Gold Settles Arbitration With Maverix Metals
$UNKNOWN,bullish,"Banks settle Fannie, Freddie bond-rigging suit for $337M"
$TME,bullish,China’s antitrust authority has suspended a probe of Tencent Music
$XOM,bullish,Exxon Mobil : Found Not Guilty of Fraud in Climate-Change Accounting Case #ExxonMobil #Stock #MarketScreener…
$XOM,bullish,Exxon Mobil prevails in New York climate change lawsuit #economy #MarketScreener
$UNKNOWN,bullish,"Exxon was found not guilty in New York climate change case, ending the 4-year saga for the oil company."
$UNKNOWN,bullish,ExxonMobil wins climate change court fight with New York
$UNKNOWN,bullish,Fiat settles tax issue in Italy
$UNKNOWN,bullish,French regulator ends probe into supermarket Casino and short-seller Muddy Waters
$UNKNOWN,bullish,HSBC agrees to pay $192 million to resolve U.S. tax probe via @business
$UNKNOWN,bullish,Judge will not force Uber to convert drivers to employees
$UNKNOWN,bullish,McDonald : to Pay $26 Million in Wage Suit -- Update #McDonalds #Stock #MarketScreener
$UNKNOWN,bullish,McDonald's is paying $26 million to settle a class action lawsuit over wage theft. It's the latest development in a…
$UNKNOWN,bullish,McDonald's settles class action lawsuit
$UNKNOWN,bullish,McDonald's to pay $26 million to settle California wage lawsuit
$UNKNOWN,bullish,NEW: Goldman Sachs' fine for its role in the 1MDB scandal could be under $2 billion -- far less than what some anal…
$UNKNOWN,bullish,PG&E nears $1.7B settlement tied to 2017 California wildfires - Bloomberg
$UNKNOWN,bullish,PG&E Reportedly Nears $1.7 Billion California Wildfires Settlement
$UNKNOWN,bullish,"Teva, Drugmakers in Talks With U.S. to End Generics Probes"
$UNKNOWN,bullish,"Texas settles with T-Mobile, Sprint over merger: statement"
$UNKNOWN,bullish,U.S. SAID TO DISCUSS GOLDMAN 1MDB SETTLEMENT BELOW $2 BILLION
$UNKNOWN,bearish,PayPal's Honey Acquisition Makes No Sense. Subscribe to Seeking Alpha for more:
$GSK,bullish,Vir Biotechnolog: GlaxoSmithKline (GSK) to make $250 mln equity investment in the company
$UNKNOWN,bullish,"Stock Market Live Updates: Merger fever boosts stocks; Schwab, LVMH soar"
$UNKNOWN,bearish,"#DailyDataPoint: For the U.S., the December tariff round on China would have more costs than benefits (via…"
$UNKNOWN,bearish,Nonfarm Payroll Revisions- October revised to 135K from 189K; September revised to 193K from 180K
$UNKNOWN,bearish,November Nonfarm Private Payrolls 125K vs 153K consensus
$UNKNOWN,bearish,November Unemployment Rate 4.9% vs 4.1% consensus
$UNKNOWN,bearish,Canada reports 71K job loss in November
$UNKNOWN,bearish,Canada reports 71K job loss in November
$UNKNOWN,bearish,Canada reports 71K job loss in November
$UNKNOWN,bearish,Coronavirus impact hits auto supply chain
$UNKNOWN,bearish,2019 jobs gains revised down slightly to 2.09 million
$UNKNOWN,bearish,"A new WTO ruling is allowing for $7.5 billion in tariffs on EU goods, meaning your favorite French wine is about to…"
$UNKNOWN,bearish,A railway strike is gripping Canada’s $1.7 trillion economy
$UNKNOWN,bearish,A surge in the number of people who can’t pay their debts is raising eyebrows in Canada (via @fournierwire &…
$UNKNOWN,bearish,About half of U.S. small businesses haven't paid their full rent or mortgage yet this month as a result of the coro…
$UNKNOWN,bearish,Americans are predicted to fall behind on their credit card bills at the highest rate in a ten years
$UNKNOWN,bearish,Americans' outlook on the economy faltered significantly last month as the coronavirus crisis began to take hold in…
$UNKNOWN,bearish,Americans' outlook on the economy faltered significantly last month as the coronavirus crisis began to take hold in…
$UNKNOWN,bearish,"Australia Cuts Forecasts for Wage Increases, Economic Growth and Budget Surplus"
$UNKNOWN,bearish,Blue-collar hiring in the U.S. has slowed to a trickle: Rex Nutting
$UNKNOWN,bearish,Brazil tropical fruit exports to EU hit by coronavirus - industry group #economy #MarketScreener…
$UNKNOWN,bearish,Brazil's Current Account Deficit Widened in October #economy #MarketScreener
$UNKNOWN,bearish,"BREAKING: Mortgage forbearance requests jump nearly 2,000% as borrowers seek relief during coronavirus outbreak"
$UNKNOWN,bearish,Business growth in Dubai stalled while jobs disappeared at the fastest pace in at least a decade in the latest sign…
$UNKNOWN,bearish,"California boosts pot taxes, shocking unsteady industry"
$UNKNOWN,bearish,Canadian Business Optimism Was Fading Before Pandemic Concerns Intensified #WTI #Stock #MarketScreener…
$UNKNOWN,bearish,Canadian consumers filed the largest number of insolvencies in almost a decade at the end of last year
$UNKNOWN,bearish,"Capacity Utilisation In Manufacturing Sector Drops To Lowest In A Decade, RBI Survey Shows"
$UNKNOWN,bearish,Chain store sales cool down
$UNKNOWN,bearish,Chain store sales fall back from recent pace
$UNKNOWN,bearish,China debates drastically reducing or even abandoning its economic growth target
$UNKNOWN,bearish,@KansasCityFed labor market conditions indicators for March register the largest single-month declines in the hist…
$UNKNOWN,bearish,China Virus Crisis Roils Supply Chains for Global Manufacturers
$UNKNOWN,bearish,China won't resort to massive infrastructure stimulus as investment slows
$UNKNOWN,bearish,China’s Trade Likely Shrank in January Ahead of Holiday Shutdown
$UNKNOWN,bearish,"China's electric car sales slump, squeezing automakers"
$UNKNOWN,bearish,"China's GDP growth this quarter will be 0%, according to top economist Ed Hyman"
$UNKNOWN,bearish,China's Hebei province imposes total ban on P2P platforms
$UNKNOWN,bearish,China's house price growth to hit five-year low in 2020 - Reuters poll #economy #MarketScreener…
$UNKNOWN,bearish,China's Skyscraper Boom Comes Crashing Down Amid Developer Default
$UNKNOWN,bearish,"Chinese investment in clean energy is plummeting — down from $76bn during the first half of 2017, to $29bn during t…"
$CNR,bearish,"CN Rail Strike Begins in Threat to Canadian Oil, Grain Cargo"
$CNR,bearish,"CN Rail Strike Begins, Threatening Canada Oil, Grain Shipments"
$UNKNOWN,bearish,Janet Yellen says second-quarter GDP could decline by 30% and unemployment is already at 12%-13%
$UNKNOWN,bearish,Consumer Insolvencies Approach Record in Debt-Weary Canada
$UNKNOWN,bearish,Core US PPI surprises on the downside
$UNKNOWN,bearish,CPI Inflation Surges To 5.54% In November
$CS,bearish,Credit Suisse's James Sweeney expects a modest move higher in core inflation
$UNKNOWN,bearish,"Customer Complaints Spike In FY19, Up 50% In Three Years, Says RBI Report"
$UNKNOWN,bearish,"Dozens of U.K. retailers have been forced to close stores and slash rents as they compete with online rivals, sendi…"
$UNKNOWN,bearish,Dubai's jobs disappeared at the fastest pace in at least a decade in the latest signs of strain on the Middle East'…
$UNKNOWN,bearish,Dubai's Jobs Vanish at the Fastest Pace in a DecadeÃ‚Â
$UNKNOWN,bearish,Egypt's inflation inched higher for a third straight month in urban parts of the country
$UNKNOWN,bearish,"The New York Fed's March survey of consumer expectations showed ""a substantial deterioration in financial and econo…"
$UNKNOWN,bearish,Employee furloughs in the retail industry are now well over 1 million after one of America's biggest clothing store…
$UNKNOWN,bearish,EU Poised to Send Warning to China on 5G
$UNKNOWN,bearish,Eurozone Manufacturing Recession Although Not The Eurozone As A Whole. #markets #economy #finance
$UNKNOWN,bearish,"Fed's ""National Activity Index"" Plunges To 2-Year Low"
$UNKNOWN,bearish,Fmr. White House advisor says Trump will slap tariffs on China in December
$UNKNOWN,bearish,Fourth-quarter unit-labor costs climb 1.4%
$UNKNOWN,bearish,German industrial orders fell unexpectedly in October as demand at home and from outside the euro zone weakened. Mo…
$UNKNOWN,bearish,German Industry Slump Set to Cast Shadow on Economy Through 2020
$UNKNOWN,bearish,German Recession Risk Returns With Crisis-Era Plunge in Output
$UNKNOWN,bearish,"Global growth could slow by 1% if the coronavirus outbreak continues, Blackstone's Byron Wien says...."
$UNKNOWN,bearish,"Higher Real Rates Affect Economic Growth, Says Bank of America Securities"
$UNKNOWN,bearish,"Household debt jumps the most in 12 years, Federal Reserve report saysÂ"
$UNKNOWN,bearish,IHS Markit sees U.S. GDP growth falling to 2.1% in 2020 from 2.5% in 2017-2019
$UNKNOWN,bearish,"IMF Likely To Downgrade India’s Growth Forecast Significantly In January, Says Gita Gopinath"
$UNKNOWN,bearish,India IIP Data: Industrial Production Contracts 3.8% In October
$UNKNOWN,bearish,Indonesia Braces for Export Hit as Virus Saps Chinese Demand
$UNKNOWN,bearish,Indonesia is grappling with surging garlic prices as the coronavirus spurs fears over supply disruptions in China
$UNKNOWN,bearish,"January jobs report isn't a 'breakout to the upside', economists say"
$UNKNOWN,bearish,Japan declares state of emergency #economy #MarketScreener
$UNKNOWN,bearish,Japan Recession Risks Prompt Forecasts of 2020 Contraction
$UNKNOWN,bearish,"Japanese companies prepare to close retail stores, restaurants, movie theaters and offices, after the government de…"
$JPM,bearish,JPMorgan anticipates ‘disorderly’ year-end funding pressures again as banks retrench
$UNKNOWN,bearish,Kenya GDP growth to drop to 3% or less in 2020 due to novel coronavirus - finance minister #economy #MarketScreener…
$UNKNOWN,bearish,Kudlow says China tariffs still on table for Dec. 15
$UNKNOWN,bearish,KUDLOW SAYS TRUMP IS NOT READY TO SIGN ANY TRADE DEAL WITH CHINA
$UNKNOWN,bearish,"KUDLOW: NO PLANS FOR CHINA, U.S. LEADERS TO MEET AT PRESENT Tariff deadline is in 9 days"
$UNKNOWN,bearish,Lackluster U.S. retail sales cast shadow on fourth-quarter economic growth
$UNKNOWN,bearish,Leading institutes see German economy shrinking 4.2% this year - sources
$UNKNOWN,bearish,"Loss of working hours to equal 195m full-time jobs, UN agency warns"
$UNKNOWN,bearish,Majority of U.S. firms in China see revenue hit from coronavirus: AmCham survey
$UNKNOWN,bearish,"Many small businesses in the U.S. were vulnerable even before the coronavirus crisis hit, a New York Fed report sho…"
$UNKNOWN,bearish,Mass layoffs push Canada consumer confidence to all-time low
$UNKNOWN,bearish,Mexican Economy Stagnated in Third Quarter #economy #MarketScreener
$UNKNOWN,bearish,Mexico’s Economy Suffered Slight Recession in First Half
$UNKNOWN,bearish,More foreign firms abandoned U.S. deals amid Trump administration scrutiny: report
$UNKNOWN,bearish,New wind farm financing in Europe to face delays in 2020: report
$UNKNOWN,bearish,NEW: Sentiment among U.S. small businesses collapsed in March by the most on record
$UNKNOWN,bearish,November retail sales fall short of expectations amid holiday shopping season
$UNKNOWN,bearish,Optimism among U.S. small businesses plummets by most ever via @business
$UNKNOWN,bearish,"Panic buying, trade curbs cause shortages of coronavirus drugs in EU #economy #MarketScreener…"
$UNKNOWN,bearish,Policy changes to reduce global warming could force a net $1.6 trillion repricing in sectors from energy to agricul…
$UNKNOWN,bearish,Potential global slowdown stokes expectations of a cut in interest rates
$UNKNOWN,bearish,Prices for key food staples are starting to soar in some parts of the world
$UNKNOWN,bearish,Protests Hit Hong Kong Property Market
$UNKNOWN,bearish,Retail sales growth softens
$UNKNOWN,bearish,"Retail sales minus gas, autos flat in November"
$UNKNOWN,bearish,Risk of recession returns to Germany
$UNKNOWN,bearish,S.F. Fed's Daily News Sentiment Index shows mood worsened in January
$UNKNOWN,bearish,Small Business Optimism Crashes By Most Ever
$UNKNOWN,bearish,South African Business Mood Has Worst Start to Year Since 1993
$UNKNOWN,bearish,State Borrowings Set To Surge In FY21 Amid Revenue Slowdown: ICRA
$UNKNOWN,bearish,Stock Market Update: NAHB Housing Market Index ticks down in November
$UNKNOWN,bearish,Stock Market Update: Trade enthusiasm continues to wane
$UNKNOWN,bearish,Strong demand for the small business relief program is “a really good sign for what the economy might look like 2-3…
$UNKNOWN,bearish,Surprise German Factory Order Slump Shows Worst Isn't Over
$UNKNOWN,bearish,Taiwan Exports Plummet as Coronavirus Threatens Trade Recovery
$UNKNOWN,bearish,The biggest U.S. retail organization warns that imports are falling sharply -- a sign that supply chains will be di…
$UNKNOWN,bearish,The euro-area economy came close to a halt in November as the steep decline in manufacturing spread further into se…
$UNKNOWN,bearish,"The longer coronavirus dents China's industrial output, the bigger the risk to global supply chains"
$UNKNOWN,bearish,The number of U.S. homeowners who have stopped making mortgage payments is surging
$UNKNOWN,bearish,The number of U.S. homeowners who have stopped making mortgage payments is surging
$UNKNOWN,bearish,"The outlook for Finland's economy has dramatically worsened due to the coronavirus outbreak, with the country's cen…"
$UNKNOWN,bearish,The U.S. resident population may have grown at its slowest peacetime rate ever in 2019
$UNKNOWN,bearish,This State’s Unemployment Rate Is 70% Higher Than America’s
$UNKNOWN,bearish,This week in Trumponomics: 'Phase one' fizzles by @rickjnewman
$UNKNOWN,bearish,Tobacco exports from Tanzania-a key crop and source of foreign exchange-could drop as much as 20% this year because…
$UNKNOWN,bearish,Tobacco exports from Tanzania-a key crop and source of foreign exchange-could drop as much as 20% this year because…
$UNKNOWN,bearish,Trucking companies failing at nearly triple the rate of 2018
$UNKNOWN,bearish,Trump Has Few Options to Juice the Economy Ahead of November
$UNKNOWN,bearish,Trump threatens China with higher tariffs if trade deal not made
$UNKNOWN,bearish,Trump's Dec. 15 China tariffs threaten a long list of Christmas favorites
$UNKNOWN,bearish,U.K. labor market freezes during Brexit and election uncertainty
$UNKNOWN,bearish,U.S. consumer debt grew in February by the most in 7 months
$UNKNOWN,bearish,"U.S. consumers fear for jobs, debt payments because of coronavirus: New York Fed survey"
$UNKNOWN,bearish,U.S. December wholesale inventories revised lower
$UNKNOWN,bearish,U.S. deficit soars to $342 billion in two months via @FoxBusiness
$UNKNOWN,bearish,"U.S. economy is in a contraction, says Larry Kudlow, adding that it could reopen in four to eight weeks"
$UNKNOWN,bearish,U.S. farms face crop losses due to foreign worker delays #economy #MarketScreener
$UNKNOWN,bearish,U.S. job cuts double in January: Challenger
$UNKNOWN,bearish,"U.S. job openings remained elevated in February, prior to the unprecedented surge in layoffs"
$UNKNOWN,bearish,U.S. Productivity Rose Less Than Forecast in Fourth Quarter
$UNKNOWN,bearish,U.S. Retail Sales Miss Forecasts as Restaurants Decline
$UNKNOWN,bearish,"U.S. retail sales rise 0.2% in November, below forecast"
$UNKNOWN,bearish,U.S. wholesale inventories drop 0.2% in December
$UNKNOWN,bearish,UK housing market on hold due to coronavirus crisis - Halifax
$UNKNOWN,bearish,"Unemployment could already be at 12-13%, and second-quarter GDP could decline by at least 30%, former Fed Chair Jan…"
$UNKNOWN,bearish,US Fertility Rate Hit Record Low In 2018
$UNKNOWN,bearish,Vehicle sales dropped by almost 2 million from only two years ago. How will car companies respond? (via @bopinion)
$UNKNOWN,bearish,Wholesale inventories in the U.S. slip 0.2% in December
$UNKNOWN,bearish,Wholesale trade underwhelm in December
$UNKNOWN,bearish,Why China's coronavirus is more dangerous for the global economy than SARS was in 2003 via @BW
$UNKNOWN,bearish,"With milk prices plunging to lows, dairy farmers are dumping the product to curb an oversupply during the…"
$UNKNOWN,bearish,World trade drops sharply in September
$UNKNOWN,bearish,"World trade to remain below trend as tensions continue, WTO says"
$UNKNOWN,bearish,WTO expects tariff to threaten global goods trade
$UNKNOWN,bullish,January University of Michigan Consumer Sentiment- Revision 99.8 vs 99.1 consensus;...
$UNKNOWN,bullish,Nonfarm Payroll Revisions- October revised to 156K from 128K; September revised to 193K from 180K
$UNKNOWN,bullish,"November Average Hourly Earnings M/M +0.2% vs +0.3% consensus, prior +0.36% from +0…"
$UNKNOWN,bullish,November Nonfarm Private Payrolls 254K vs 175K consensus
$UNKNOWN,bullish,November Unemployment Rate 3.5% vs 3.6% consensus
$UNKNOWN,bullish,Soybeans rebound as China trade talks make progress
$UNKNOWN,bullish,Soybeans rebound as China trade talks make progress
$UNKNOWN,bullish,Soybeans rebound as China trade talks make progress
$UNKNOWN,bullish,Economic Summary: Nonfarm Payrolls in November blow past expectations; Unemployment ticks lower to 3.5%
$UNKNOWN,bullish,Market Briefing: Broad-based jump on employment data
$UNKNOWN,bullish,2019 productivity advances to 9-year high of 1.7%
$UNKNOWN,bullish,A Chinese move on intellectual property is a promising sign for trade talks. The Open panel discusses…
$UNKNOWN,bullish,America’s states are increasing their spending at the fastest pace since the end of the Great Recession
$UNKNOWN,bullish,"At the end of October, housing inventory nationwide fell to a 3.9 month supply, according to NAR. A healthy market,…"
$UNKNOWN,bullish,"BofA: ""the gradual pickup in wage growth should keep the Committee cautiously optimistic and overheating the econom…"
$UNKNOWN,bullish,Building permits rise to highest level since 2017
$UNKNOWN,bullish,Business activity in France picked up slightly this month as the euro zone’s second-biggest economy battles to keep…
$UNKNOWN,bullish,Canada’s Labor Market Picks Up Steam for Second Month
$UNKNOWN,bullish,Canada’s trade deficit of goods narrowed in October and came in slightly ahead of expectations
$UNKNOWN,bullish,Central Bank of Philippines : Inflation Eases Further to 2.5 Percent in March #CentralBankofPhilippines #economy…
$UNKNOWN,bullish,Atlanta Fed hikes Q4 GDP estimate
$UNKNOWN,bullish,"Chile Stuns Markets as Unemployment Falls, Manufacturing Rises"
$UNKNOWN,bullish,"China Becomes Top Filer of International Patents in 2019 Amid Robust Growth for WIPO's IP Services, Treaties and Fi…"
$UNKNOWN,bullish,China Bucks Global Research Cuts as Analyst Count Hits Record
$UNKNOWN,bullish,China set to cut tariffs on $75B in U.S. imports by 50%
$UNKNOWN,bullish,China Set To Halve Tariffs On $75 Billion Of U.S. Goods
$UNKNOWN,bullish,China suspends planned tariffs scheduled for Dec. 15 on some U.S. goods
$UNKNOWN,bullish,China suspends planned tariffs scheduled for December 15 on some U.S. goods
$UNKNOWN,bullish,"China to buy additional $32 billion in U.S. farm goods over two years, sign deal in January: USTR"
$UNKNOWN,bullish,China to Suspend Additional Tariffs on Certain U.S. Goods
$UNKNOWN,bullish,"China, U.S. had 'constructive' phone call on trade - Xinhua"
$UNKNOWN,bullish,Conference Board's Employment Trends Index Rises in January #economy #MarketScreener
$UNKNOWN,bullish,Consumer Credit Growth Rebounds In October #economy #MarketScreener
$UNKNOWN,bullish,Consumer sentiment improves quite a bit in December
$UNKNOWN,bullish,Consumer sentiment up in Decemeber
$UNKNOWN,bullish,CoreLogic Reports February Home Prices Increased by 4.1% Year Over Year
$ULTA,bullish,"Cowen survey forecasts stores to reopen in June, Ulta and Planet Fitness will recover quickly"
$UNKNOWN,bullish,"Demand for HK Property Is Very Strong, Says Midland Realty's Lau"
$UNKNOWN,bullish,"Dubai economy grew 2.1% in first half of 2019, says Emirate's Media Office"
$UNKNOWN,bullish,E-Commerce retail sales up 5% Q/Q
$UNKNOWN,bullish,"Economist Slok sees no U.S. recession, ""benign"" markets in 2020"
$UNKNOWN,bullish,"Ending joint filing would lead to a 15.5 percentage point jump in women's labor-force participation, the IMF found…"
$UNKNOWN,bullish,Equipment and Event Rental Industry in the U.S. Continues Steady Growth Pattern
$UNKNOWN,bullish,"Ethiopia's wheat output jumped about 70% this decade, it has failed to keep pace with rising demand"
$UNKNOWN,bullish,EU Trade Commissioner Phil Hogan says a political agreement on the shape of a new trading relationship with the U.K…
$VW,bullish,"European car sales up 8.6% in Oct, driven by VW rebound - ACEA"
$UNKNOWN,bullish,"Consumers, the engine of U.S. growth, still feel good, NY Fed says"
$UNKNOWN,bullish,"Financial Stability Report: Contagion Risk From NBFCs Falls, Says RBI"
$UNKNOWN,bullish,"First-time U.S. jobless claims drop to 202,000"
$UNKNOWN,bullish,Foot traffic at U.S. malls is on the rise as the Thanksgiving holiday approaches
$UNKNOWN,bullish,Fourth-quarter U.S. productivity rises 1.4%
$UNKNOWN,bullish,"Four-week jobless claims average falls 3,000 to 211,750"
$UNKNOWN,bullish,France Won’t Exclude Huawei From 5G Networks: Pannier-Runacher
$UNKNOWN,bullish,"From the new quarterly forecast: The estimate of long-term unemployment continues to inch lower, now being cut to 4…"
$UNKNOWN,bullish,Goldman sees the economy surprising in 2020 and these stocks benefiting most from the rebound
$UNKNOWN,bullish,Government data showed hiring saw the biggest surge in 10 months in November. Employers added a much stronger-than-…
$UNKNOWN,bullish,Grain Futures Rise on U.S.-China Trade Hopes #Stock #MarketScreener
$UNKNOWN,bullish,Hours worked in fourth quarter increase 1.1%
$UNKNOWN,bullish,IHS Markit reduces global recession probability to 1 in 5; sees 'green shoots' sprouting in 2020
$UNKNOWN,bullish,"In its 2020 equity outlook, Goldman predicts the S&P 500 will rise by 5% to 3250 in early 2020. ""However, rising po…"
$UNKNOWN,bullish,Increase in October sales raised to 0.4% from 0.3%
$UNKNOWN,bullish,Indian sugar exports poised to hit record 5 million tonnes this year
$UNKNOWN,bullish,"Initial U.S. jobless claims drop 15,000 to 202,000"
$UNKNOWN,bullish,Irish demand for social benefits soars as coronavirus bites #economy #MarketScreener
$UNKNOWN,bullish,"January jobs report: Economy adds 225,000 payrolls, unemployment rate ticks up to 3.6%"
$UNKNOWN,bullish,Japan Edges Closer to Ratifying Trump’s Phase One Trade Deal
$UNKNOWN,bullish,Job Openings in U.S. Unexpectedly Rose in October to 7.3 Million
$UNKNOWN,bullish,Job Openings Smash Expectations In Delayed JOLTS Report
$UNKNOWN,bullish,Jobless claims hit multi-year low
$JPM,bullish,JPMorgan's Jamie Dimon said he expects to see a phase-one trade deal between the U.S. and China
$UNKNOWN,bullish,Kudlow calls U.S.-China deal 'close' as talks in 'intense' phase
$UNKNOWN,bullish,Kudlow Says Xi Reassured Trump Trade Purchases Goal Will Be Met
$UNKNOWN,bullish,Kudlow sees no signs U.S. economy is nearing end of the cycle
$UNKNOWN,bullish,"Leafly Jobs Report: Cannabis is the fastest-growing American industry, surpassing 240,000 jobs"
$UNKNOWN,bullish,Lloyds Banking : Value of UK exports to non-EU countries rises in 2019 #LloydsBanking #economy #MarketScreener…
$UNKNOWN,bullish,Mild weather boosts U.S. job growth; unemployment rate rises
$UNKNOWN,bullish,Morgan Stanley says global growth should recover in 2020 as trade tensions and monetary policy ease
$UNKNOWN,bullish,New Residential Q4 origination production surges 85% Q/Q
$UNKNOWN,bullish,"November job gains revised up to 261,000 from 256,000"
$UNKNOWN,bullish,October consumer credit up 5.5%; revolving credit up 8.8%; nonrevolving credit up 4.3% (SAAR):
$UNKNOWN,bullish,October Credit Card Usage Surges To All Time HIgh As Americans Regain Their Spending Mojo
$UNKNOWN,bullish,October Housing Starts Maintain Solid Upward Trend
$UNKNOWN,bullish,October Trailer Orders Hit 11-Month High
$UNKNOWN,bullish,"Our December Snapshot was fairly positive. Payroll employment increased, the #unemployment rate fell and housing ma…"
$UNKNOWN,bullish,Output in fourth quarter up 2.5%
$UNKNOWN,bullish,Pending home sales squeak past estimate
$UNKNOWN,bullish,PMI Survey Comments Signal Calmer Waters Before Possible Coronavirus Storm. #markets #economy #stocks
$NDAQ,bullish,POLL-U.S. housing outlook improves but not breaking new ground - Nasdaq
$UNKNOWN,bullish,President Donald Trump said there is “a very good chance” to make a trade deal with China but that unrest in Hong K…
$UNKNOWN,bullish,President Trump reportedly walks away from vaping ban
$UNKNOWN,bullish,Probability of a recession pretty low: strategist
$UNKNOWN,bullish,Retailers Call China Trade Agreement ‘Right Direction’ But Say a Final Deal is Needed
$UNKNOWN,bullish,Retailers may be able to expect a boost from Black Friday sales as consumer sentiment stays strong. Insights via…
$UNKNOWN,bullish,Rise in U.S. Labor-Force Participation Led by Millennial Women
$UNKNOWN,bullish,Soybeans are snapping out of a slump as officials signal optimism that the U.S. and China will reach a trade deal
$UNKNOWN,bullish,Soybeans Nudge Higher After China Makes Small Tariff Cut
$UNKNOWN,bullish,Stock Market Update: January nonfarm payrolls exceed expectations
$UNKNOWN,bullish,Stock Market Update: Trade balance deficit narrows in November
$UNKNOWN,bullish,Stock Market Update: U.S. offers to cut existing tariffs and cancel Dec. 15 tariffs
$UNKNOWN,bullish,Stock Market Update: Weekly jobless claims drop below consensus
$UNKNOWN,bullish,Sunny days lift restaurant sales in January
